Season,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1988-1989,"Anthony Frederick",SF,24,IND,46,313,11.90,0.5430,0.0400,0.2720,9.80,8.70,9.20,9.80,2.20,1.10,19.50,23.20,0.00,0.20,0.20,0.0250,-2.4000,-0.6000,-3.0000,-0.1000
1988-1989,"Anthony Jones",SG,26,CHI,8,65,6.40,0.3780,0.0670,0.1330,7.30,6.90,7.10,7.70,1.50,0.90,5.90,11.10,0.00,0.00,0.00,0.0330,-3.6000,0.0000,-3.7000,0.0000
1988-1989,"Anthony Jones",SG,26,DAL,25,131,16.80,0.4560,0.2340,0.2190,8.50,8.30,8.40,15.60,3.40,0.90,5.40,24.50,0.10,0.20,0.30,0.1010,1.5000,1.4000,2.8000,0.2000
1989-1990,"Anthony Jones",SG,27,DAL,66,650,7.60,0.4350,0.0670,0.3560,5.90,8.40,7.20,6.30,2.50,1.50,15.80,18.00,-0.80,2.10,0.00,-0.0010,-4.6000,0.6000,-4.0000,-0.3000
1986-1987,"Anthony Jones",SF,24,SAS,49,744,11.10,0.4590,0.0660,0.1800,5.50,8.60,7.00,12.10,2.00,1.40,10.90,18.90,0.00,0.50,0.50,0.0320,-2.0000,-0.6000,-2.6000,-0.1000
1986-1987,"Anthony Jones",SF-SG,24,TOT,65,858,10.70,0.4610,0.0620,0.2020,4.90,8.50,6.70,11.60,2.30,1.30,12.30,18.70,-0.20,0.70,0.50,0.0270,-2.5000,-0.2000,-2.7000,-0.1000
1988-1989,"Anthony Jones",SG,26,TOT,33,196,13.40,0.4420,0.2030,0.2030,8.10,7.80,8.00,13.00,2.80,0.90,5.50,20.10,0.10,0.20,0.30,0.0780,-0.2000,0.9000,0.7000,0.1000
1986-1987,"Anthony Jones",SG,24,WSB,16,114,8.10,0.4780,0.0300,0.3940,0.90,7.60,4.20,8.40,4.20,0.50,22.10,17.50,-0.20,0.20,0.00,-0.0070,-5.3000,2.2000,-3.1000,0.0000
1989-1990,"Anthony Mason",PF,23,NJN,21,108,6.90,0.3970,0.0000,0.3750,10.20,24.20,16.70,9.70,0.90,1.10,19.10,21.40,-0.20,2.10,-0.10,-0.0550,-6.6000,-1.0000,-7.6000,-0.2000
1983-1984,"Anthony Roberts",SF,28,DEN,19,197,6.70,0.4090,0.0000,0.1980,10.40,17.00,13.60,8.00,1.10,0.30,14.70,22.20,-0.30,0.10,-0.20,-0.0580,-5.7000,-2.1000,-7.9000,-0.4000
1980-1981,"Anthony Roberts",SF,25,WSB,26,350,6.20,0.4050,0.0000,0.2010,5.40,15.10,10.20,7.70,1.50,0.00,15.20,21.20,-0.70,0.50,-0.20,-0.0320,-6.0000,-0.3000,-6.2000,-0.4000
1988-1989,"Anthony Taylor",PG,23,MIA,21,368,11.10,0.4360,0.0130,0.2120,3.20,7.30,5.20,18.00,2.90,0.80,10.80,20.40,-0.10,0.30,0.20,0.0290,-2.9000,0.7000,-2.1000,0.0000
1984-1985,"Antoine Carr",PF,23,ATL,62,1195,13.00,0.5780,0.0160,0.3410,7.30,13.80,10.60,9.50,1.20,3.70,20.00,18.60,0.60,1.50,2.10,0.0840,-2.6000,1.3000,-1.3000,0.2000
1985-1986,"Antoine Carr",PF,24,ATL,17,258,14.40,0.5530,0.0000,0.2900,6.90,15.30,11.10,8.00,1.30,3.40,11.80,18.80,0.30,0.40,0.70,0.1270,-1.6000,1.7000,0.2000,0.1000
1986-1987,"Antoine Carr",PF,25,ATL,65,695,15.50,0.5510,0.0110,0.3890,9.40,14.80,12.10,7.20,1.00,4.10,11.40,20.70,1.10,1.10,2.20,0.1490,-1.3000,1.4000,0.1000,0.4000
1987-1988,"Antoine Carr",PF,26,ATL,80,1483,15.50,0.5900,0.0080,0.3520,7.00,14.70,10.80,10.20,1.30,3.40,16.30,20.20,2.00,1.80,3.80,0.1220,-1.0000,1.3000,0.3000,0.9000
1988-1989,"Antoine Carr",PF,27,ATL,78,1488,12.70,0.5410,0.0020,0.3230,7.60,12.50,10.00,8.60,1.00,2.50,13.20,17.00,1.90,1.40,3.30,0.1060,-1.2000,0.4000,-0.8000,0.4000
1989-1990,"Antoine Carr",PF,28,ATL,44,803,13.70,0.5720,0.0160,0.4110,7.00,14.60,10.70,9.30,0.90,2.60,15.60,18.10,1.10,2.10,1.50,0.0920,-0.9000,0.2000,-0.8000,0.3000
1989-1990,"Antoine Carr",PF,28,SAC,33,924,18.80,0.5490,0.0060,0.4140,8.00,13.20,10.60,12.10,0.80,2.20,11.30,29.40,1.30,2.10,1.90,0.1010,0.9000,-1.4000,-0.5000,0.3000
1989-1990,"Antoine Carr",PF,28,TOT,77,1727,16.40,0.5570,0.0100,0.4130,7.50,13.80,10.60,10.80,0.90,2.40,12.80,24.20,2.40,2.10,3.50,0.0970,0.0000,-0.7000,-0.6000,0.6000
1989-1990,"Armen Gilliam",PF,25,CHH,60,2159,16.90,0.5760,0.0020,0.4430,9.20,19.20,13.90,6.70,1.40,1.30,14.50,22.60,2.10,2.10,4.10,0.0900,0.2000,-1.0000,-0.7000,0.7000
1987-1988,"Armen Gilliam",PF,23,PHO,55,1807,12.90,0.5060,0.0000,0.2680,8.30,18.80,13.50,5.60,1.50,0.90,13.30,20.90,-0.10,1.40,1.30,0.0350,-1.7000,-1.7000,-3.4000,-0.6000
1988-1989,"Armen Gilliam",PF,24,PHO,74,2120,15.70,0.5480,0.0000,0.3470,8.70,18.10,13.60,3.40,1.20,0.70,11.60,22.70,2.30,2.70,5.10,0.1150,-0.1000,-1.0000,-1.1000,0.5000
1989-1990,"Armen Gilliam",PF,25,PHO,16,267,14.40,0.4910,0.0000,0.4630,11.40,17.00,14.40,4.30,1.10,1.10,10.50,25.20,0.10,2.10,0.50,0.0820,-1.5000,-1.2000,-2.7000,0.0000
1989-1990,"Armen Gilliam",PF,25,TOT,76,2426,16.60,0.5650,0.0020,0.4460,9.40,19.00,14.00,6.40,1.40,1.30,14.00,22.90,2.30,2.10,4.50,0.0900,0.0000,-1.0000,-0.9000,0.6000
1980-1981,"Armond Hill",PG,27,ATL,24,624,7.20,0.4350,0.0090,0.4310,1.80,7.60,4.70,24.80,2.00,0.30,29.60,13.00,-0.50,0.40,-0.20,-0.0130,-3.4000,-0.5000,-3.9000,-0.3000
1983-1984,"Armond Hill",PG,30,ATL,15,181,6.50,0.4070,0.0000,0.4570,1.20,5.10,3.20,26.30,1.90,0.00,20.20,16.50,-0.20,0.10,0.00,-0.0120,-4.5000,-0.4000,-5.0000,-0.2000
1982-1983,"Armond Hill",PG,29,MIL,14,169,12.60,0.6450,0.0000,0.8460,3.40,9.30,6.50,20.10,2.60,0.00,26.70,11.90,0.20,0.20,0.50,0.1370,-2.0000,1.2000,-0.8000,0.1000
1981-1982,"Armond Hill",PG,28,SDC,19,480,4.60,0.4370,0.0220,0.3600,1.40,5.40,3.30,20.40,1.60,0.40,33.50,13.20,-0.70,0.00,-0.80,-0.0780,-4.4000,-2.0000,-6.5000,-0.5000
1980-1981,"Armond Hill",PG,27,SEA,51,1114,8.40,0.4680,0.0270,0.5570,3.10,7.40,5.30,20.20,1.70,0.40,20.20,12.50,0.30,0.90,1.20,0.0520,-3.4000,0.6000,-2.9000,-0.2000
1981-1982,"Armond Hill",PG,28,SEA,21,243,7.40,0.5840,0.0000,0.6220,2.80,8.20,5.60,12.80,1.00,0.50,22.90,10.40,0.10,0.30,0.40,0.0830,-3.7000,0.7000,-3.0000,-0.1000
1980-1981,"Armond Hill",PG,27,TOT,75,1738,8.00,0.4570,0.0210,0.5130,2.70,7.50,5.10,21.80,1.80,0.40,23.60,12.70,-0.30,1.30,1.00,0.0280,-3.4000,0.2000,-3.2000,-0.5000
1981-1982,"Armond Hill",PG,28,TOT,40,723,5.50,0.4830,0.0160,0.4370,1.90,6.30,4.10,17.80,1.40,0.40,30.50,12.20,-0.60,0.20,-0.40,-0.0240,-4.2000,-1.1000,-5.3000,-0.6000
1980-1981,"Art Collins",SG,26,ATL,29,395,4.30,0.4090,0.0200,0.3640,5.40,6.50,6.00,8.60,1.30,0.20,21.80,15.40,-0.60,0.20,-0.40,-0.0540,-4.4000,-1.4000,-5.8000,-0.4000
1987-1988,"Artis Gilmore*",C,38,BOS,47,521,10.20,0.5810,0.0000,0.9010,13.10,20.00,16.80,2.90,0.90,2.00,21.70,14.80,0.20,0.50,0.80,0.0730,-3.7000,-1.2000,-4.9000,-0.4000
1980-1981,"Artis Gilmore*",C,31,CHI,82,2832,21.70,0.6990,0.0000,0.6520,9.20,23.50,16.70,8.90,0.80,4.00,18.40,18.50,8.40,3.90,12.30,0.2080,3.1000,1.2000,4.3000,4.5000
1981-1982,"Artis Gilmore*",C,32,CHI,82,2796,22.40,0.7020,0.0010,0.6590,9.50,23.70,16.90,7.50,0.80,4.30,17.40,19.60,8.30,3.80,12.10,0.2080,3.0000,1.3000,4.3000,4.4000
1987-1988,"Artis Gilmore*",C,38,CHI,24,372,6.00,0.5250,0.0000,0.4630,4.70,14.70,9.70,3.20,0.70,1.90,22.50,14.30,-0.30,0.40,0.10,0.0130,-5.7000,-0.2000,-5.9000,-0.4000
1982-1983,"Artis Gilmore*",C,33,SAS,82,2797,21.20,0.6680,0.0070,0.5590,12.10,25.80,19.20,6.10,0.70,3.70,18.70,19.40,7.50,3.50,11.00,0.1890,2.7000,0.2000,2.8000,3.4000
1983-1984,"Artis Gilmore*",C,34,SAS,64,2034,18.80,0.6750,0.0050,0.7010,11.40,23.10,17.30,4.30,0.80,3.40,17.00,16.70,4.80,1.90,6.70,0.1590,1.5000,-0.1000,1.4000,1.7000
1984-1985,"Artis Gilmore*",C,35,SAS,81,2756,20.30,0.6800,0.0020,0.7560,9.80,24.50,17.40,6.40,0.70,3.50,17.50,20.00,7.10,3.30,10.50,0.1830,2.0000,0.2000,2.2000,2.9000
1985-1986,"Artis Gilmore*",C,36,SAS,71,2395,17.10,0.6610,0.0010,0.7050,8.10,20.10,14.30,5.80,0.80,2.50,17.20,18.20,4.80,2.40,7.10,0.1430,0.8000,0.0000,0.8000,1.7000
1986-1987,"Artis Gilmore*",C,37,SAS,82,2405,14.20,0.6340,0.0000,0.6140,8.10,18.80,13.30,8.30,0.80,2.30,19.50,15.30,3.00,1.80,4.90,0.0970,-0.8000,-0.2000,-1.0000,0.6000
1987-1988,"Artis Gilmore*",C,38,TOT,71,893,8.40,0.5580,0.0000,0.7070,9.60,17.80,13.90,3.00,0.80,2.00,22.00,14.60,-0.10,1.00,0.90,0.0480,-4.5000,-0.8000,-5.3000,-0.7000
1982-1983,"Audie Norris",C,22,POR,30,311,5.00,0.4330,0.0000,0.4760,9.00,15.90,12.40,9.70,2.00,0.40,30.20,14.30,-0.50,0.40,-0.10,-0.0220,-5.5000,0.2000,-5.2000,-0.3000
1983-1984,"Audie Norris",C,23,POR,79,1157,8.70,0.5650,0.0000,0.6060,8.20,18.40,13.20,8.10,1.20,1.70,26.80,14.80,-0.10,1.20,1.10,0.0460,-4.1000,0.4000,-3.7000,-0.5000
1984-1985,"Audie Norris",C,24,POR,78,1117,10.60,0.6000,0.0120,0.8290,9.10,16.00,12.50,5.20,1.70,1.60,23.00,15.40,0.60,1.40,1.90,0.0830,-3.6000,0.4000,-3.2000,-0.3000
1980-1981,"Austin Carr",SG,32,DAL,8,77,-1.90,0.2690,0.0000,0.1430,5.70,7.70,6.60,16.30,0.60,0.00,23.20,21.00,-0.40,0.00,-0.40,-0.2360,-5.8000,-1.5000,-7.3000,-0.2000
1980-1981,"Austin Carr",SG,32,TOT,47,657,6.20,0.4030,0.0300,0.2310,3.50,6.40,4.90,11.70,1.10,0.20,13.70,18.40,-0.90,0.50,-0.40,-0.0290,-4.3000,-0.4000,-4.7000,-0.6000
1980-1981,"Austin Carr",SG,32,WSB,39,580,7.20,0.4210,0.0340,0.2430,3.20,6.20,4.70,11.10,1.10,0.20,12.30,18.00,-0.50,0.50,0.00,-0.0010,-4.1000,-0.2000,-4.4000,-0.3000
1988-1989,"Avery Johnson",PG,23,SEA,43,291,10.80,0.3780,0.1080,0.1930,4.10,5.20,4.60,31.30,3.50,0.60,16.70,14.80,0.00,0.30,0.30,0.0450,-2.0000,1.0000,-1.0000,0.1000
1989-1990,"Avery Johnson",PG,24,SEA,53,575,11.60,0.4390,0.0280,0.2820,4.10,4.70,4.40,36.40,2.30,0.10,23.10,15.10,0.20,2.10,0.50,0.0430,-0.1000,-0.8000,-0.8000,0.2000
1989-1990,"B.J. Armstrong",PG,22,CHI,81,1291,11.90,0.5300,0.0150,0.1990,1.70,7.60,4.70,20.70,1.80,0.30,16.30,16.90,1.00,2.10,1.70,0.0640,-1.7000,-1.1000,-2.8000,-0.3000
1988-1989,"Barry Sumpter",PF,23,LAC,1,1,-30.20,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.40,0.00,0.00,0.00,-0.8940,-29.0000,-20.2000,-49.2000,0.0000
1987-1988,"Bart Kofoed",SG,23,UTA,36,225,1.90,0.4280,0.1460,0.2710,2.00,5.00,3.60,12.70,1.30,0.30,25.10,13.00,-0.40,0.20,-0.10,-0.0260,-7.4000,-0.5000,-7.9000,-0.3000
1988-1989,"Bart Kofoed",SG,24,UTA,19,176,3.70,0.3960,0.0300,0.3330,2.70,4.10,3.50,15.40,2.50,0.00,25.60,12.20,-0.30,0.20,0.00,-0.0060,-6.3000,1.5000,-4.8000,-0.1000
1989-1990,"Ben Coleman",PF,28,MIL,22,305,12.20,0.5480,0.0100,0.4230,11.50,21.40,16.40,5.60,1.10,1.40,18.40,19.40,0.10,2.10,0.50,0.0790,-3.2000,-1.0000,-4.1000,-0.2000
1986-1987,"Ben Coleman",C,25,NJN,68,1029,13.60,0.6170,0.0030,0.3870,10.90,20.60,15.70,5.30,1.50,1.80,20.40,18.00,0.90,1.10,2.00,0.0930,-2.0000,-0.2000,-2.2000,0.0000
1987-1988,"Ben Coleman",PF,26,NJN,27,657,13.20,0.5360,0.0080,0.3500,9.90,21.00,15.20,9.40,2.10,1.50,20.60,22.40,-0.20,0.80,0.60,0.0410,-3.1000,0.0000,-3.2000,-0.2000
1987-1988,"Ben Coleman",PF,26,PHI,43,841,11.00,0.5750,0.0050,0.4740,8.00,16.50,12.20,4.00,0.90,1.80,17.60,15.70,0.60,0.60,1.20,0.0710,-2.6000,-0.6000,-3.1000,-0.2000
1988-1989,"Ben Coleman",PF,27,PHI,58,703,11.20,0.5370,0.0000,0.3200,7.80,20.60,14.10,3.40,0.70,1.50,14.90,19.10,0.30,0.50,0.80,0.0510,-3.4000,-1.6000,-4.9000,-0.5000
1987-1988,"Ben Coleman",PF,26,TOT,70,1498,12.00,0.5550,0.0070,0.4080,8.80,18.50,13.50,6.40,1.40,1.60,19.20,18.60,0.40,1.40,1.80,0.0580,-2.8000,-0.3000,-3.1000,-0.4000
1988-1989,"Ben Gillery",C,23,SAC,24,84,5.00,0.4290,0.0000,1.2110,8.80,20.80,14.70,3.10,1.10,2.80,14.70,16.70,-0.10,0.10,0.00,0.0140,-9.8000,0.2000,-9.6000,-0.2000
1985-1986,"Ben McDonald",SF,23,CLE,21,266,6.70,0.4960,0.0170,0.1380,6.20,9.50,7.90,4.40,1.20,0.20,14.00,11.00,0.00,0.20,0.20,0.0330,-3.2000,-0.8000,-4.0000,-0.1000
1986-1987,"Ben McDonald",PF,24,GSW,63,1284,7.20,0.4690,0.0220,0.1060,5.30,10.30,7.80,8.60,1.00,0.40,10.20,13.20,0.20,0.50,0.70,0.0270,-3.7000,-0.9000,-4.6000,-0.8000
1987-1988,"Ben McDonald",PF,25,GSW,81,2039,9.00,0.5090,0.0630,0.2010,7.10,11.30,9.10,9.00,0.90,0.20,13.40,13.80,1.00,0.30,1.30,0.0310,-2.4000,-1.8000,-4.2000,-1.1000
1988-1989,"Ben McDonald",PF,26,GSW,11,103,12.00,0.6840,0.0000,0.7890,3.90,7.70,5.80,6.00,1.70,0.00,10.50,10.50,0.20,0.10,0.30,0.1310,-1.4000,-0.5000,-2.0000,0.0000
1986-1987,"Ben Poquette",PF,31,CHI,21,167,11.90,0.5690,0.0250,0.2750,6.70,9.70,8.20,5.80,0.90,4.30,8.20,12.30,0.30,0.20,0.40,0.1270,-1.9000,0.9000,-1.0000,0.0000
1983-1984,"Ben Poquette",PF,28,CLE,51,858,9.60,0.4870,0.0290,0.2510,7.30,17.20,12.10,7.50,1.10,2.30,12.80,10.60,0.40,0.90,1.30,0.0750,-2.4000,1.1000,-1.3000,0.1000
1984-1985,"Ben Poquette",PF,29,CLE,79,1656,12.60,0.5140,0.0370,0.3000,9.70,21.20,15.50,6.40,1.30,1.90,11.90,14.20,1.40,2.10,3.50,0.1020,-1.4000,0.7000,-0.7000,0.5000
1985-1986,"Ben Poquette",PF,30,CLE,81,1496,10.40,0.5180,0.0290,0.2870,8.90,18.60,13.80,6.80,1.00,1.20,14.80,12.60,0.90,1.40,2.30,0.0750,-1.7000,0.2000,-1.4000,0.2000
1986-1987,"Ben Poquette",PF,31,CLE,37,437,10.40,0.5700,0.0370,0.4760,5.00,14.00,9.50,8.50,0.70,2.80,14.60,10.60,0.40,0.50,0.90,0.1040,-2.1000,1.7000,-0.4000,0.2000
1986-1987,"Ben Poquette",PF,31,TOT,58,604,10.80,0.5690,0.0330,0.4100,5.40,12.80,9.10,7.70,0.70,3.20,12.70,11.10,0.70,0.70,1.40,0.1100,-2.1000,1.5000,-0.6000,0.2000
1980-1981,"Ben Poquette",PF,25,UTA,82,2808,13.00,0.5670,0.0100,0.2640,6.60,18.90,12.80,7.90,1.20,3.60,15.10,12.40,2.90,2.50,5.40,0.0920,-1.1000,0.9000,-0.2000,1.3000
1981-1982,"Ben Poquette",PF,26,UTA,82,1698,13.10,0.5620,0.0230,0.2800,7.30,18.90,13.00,6.90,1.40,2.10,12.60,13.00,2.20,1.20,3.40,0.0960,-0.8000,0.1000,-0.7000,0.6000
1982-1983,"Ben Poquette",PF,27,UTA,75,2331,13.40,0.5190,0.0070,0.3170,7.00,15.60,11.40,9.60,1.20,2.50,11.20,15.00,2.50,2.50,5.00,0.1030,-0.7000,0.5000,-0.2000,1.1000
1985-1986,"Benoit Benjamin",C,21,LAC,79,2088,16.10,0.5510,0.0050,0.4640,8.40,23.60,15.90,5.40,1.40,5.30,15.40,18.10,1.70,2.30,4.00,0.0930,-1.6000,1.1000,-0.5000,0.8000
1986-1987,"Benoit Benjamin",C,22,LAC,72,2230,12.60,0.5000,0.0030,0.3690,6.10,24.10,14.40,8.70,1.30,4.80,18.20,18.10,-1.30,2.40,1.10,0.0240,-3.3000,1.2000,-2.1000,-0.1000
1987-1988,"Benoit Benjamin",C,23,LAC,66,2171,14.10,0.5340,0.0120,0.3680,5.30,21.20,13.00,12.20,1.10,5.90,21.70,19.30,-1.40,3.50,2.00,0.0450,-2.8000,2.8000,-0.1000,1.0000
1988-1989,"Benoit Benjamin",C,24,LAC,79,2585,17.40,0.5930,0.0020,0.4700,6.80,21.90,14.40,8.70,1.00,4.70,17.80,20.30,2.30,2.90,5.10,0.0950,-0.4000,0.8000,0.3000,1.5000
1989-1990,"Benoit Benjamin",C,25,LAC,71,2313,16.70,0.5780,0.0010,0.4670,7.80,24.40,16.20,10.10,1.20,4.80,18.40,18.40,1.70,2.10,5.40,0.1130,-0.5000,2.1000,1.6000,2.1000
1980-1981,"Bernard King*",SF,24,GSW,81,2914,19.90,0.6170,0.0050,0.3510,6.70,14.40,10.50,15.10,1.20,0.70,15.60,23.20,7.70,1.40,9.10,0.1500,3.5000,-0.7000,2.8000,3.6000
1981-1982,"Bernard King*",SF,25,GSW,79,2861,19.80,0.6000,0.0040,0.3820,5.20,12.80,8.90,14.90,1.30,0.40,14.90,25.30,6.60,2.20,8.70,0.1470,2.9000,-0.6000,2.2000,3.1000
1982-1983,"Bernard King*",SF,26,NYK,68,2207,20.30,0.5660,0.0050,0.3400,5.20,12.20,8.70,16.00,2.00,0.40,13.00,29.10,4.00,3.50,7.50,0.1630,2.8000,0.7000,3.5000,3.1000
1983-1984,"Bernard King*",SF,27,NYK,77,2667,22.70,0.6190,0.0030,0.4030,5.60,12.30,9.00,11.10,1.40,0.40,10.70,28.70,8.60,3.50,12.10,0.2180,4.6000,-0.2000,4.5000,4.3000
1984-1985,"Bernard King*",SF,28,NYK,55,2063,25.20,0.5850,0.0080,0.4240,6.20,11.80,8.90,18.60,1.70,0.40,11.70,35.10,5.70,1.50,7.10,0.1660,6.1000,-1.0000,5.1000,3.6000
1986-1987,"Bernard King*",SF,30,NYK,6,214,17.70,0.5490,0.0000,0.4100,6.80,10.10,8.40,14.80,0.50,0.00,10.80,27.10,0.30,0.00,0.40,0.0870,2.4000,-3.5000,-1.1000,0.0000
1987-1988,"Bernard King*",SF,31,WSB,69,2044,15.00,0.5500,0.0060,0.3450,4.70,10.70,7.70,15.30,1.20,0.30,16.30,26.10,1.20,1.60,2.80,0.0660,-0.1000,-1.2000,-1.3000,0.3000
1988-1989,"Bernard King*",SF,32,WSB,81,2559,17.70,0.5350,0.0220,0.3220,5.40,11.20,8.20,18.20,1.20,0.30,12.70,28.10,3.30,1.70,4.90,0.0920,1.7000,-1.3000,0.5000,1.6000
1989-1990,"Bernard King*",SF,33,WSB,82,2687,18.80,0.5450,0.0160,0.3520,5.10,11.10,8.10,21.80,0.90,0.10,12.80,29.40,4.10,2.10,5.50,0.0990,2.3000,-1.9000,0.5000,1.7000
1988-1989,"Bernard Thompson",PF,26,HOU,23,222,5.50,0.4400,0.0340,0.4410,4.40,9.20,6.80,7.60,2.80,0.30,21.20,16.20,-0.30,0.30,0.00,0.0000,-5.4000,1.0000,-4.3000,-0.1000
1985-1986,"Bernard Thompson",SG,23,PHO,61,1281,11.80,0.5520,0.0050,0.3930,5.40,7.20,6.30,14.00,1.80,0.40,16.10,17.40,1.20,1.00,2.10,0.0800,-1.6000,-0.3000,-1.9000,0.0000
1986-1987,"Bernard Thompson",SF,24,PHO,24,331,7.20,0.4640,0.0290,0.3140,6.90,3.70,5.30,7.00,1.60,0.90,11.80,16.60,0.00,0.10,0.10,0.0190,-4.6000,-1.5000,-6.1000,-0.3000
1987-1988,"Bernard Thompson",SF,25,PHO,37,566,11.00,0.5150,0.0130,0.3770,7.90,7.20,7.60,11.70,1.80,0.10,10.20,14.90,0.70,0.20,0.90,0.0740,-1.5000,-0.1000,-1.6000,0.1000
1984-1985,"Bernard Thompson",SF,22,POR,59,535,9.50,0.4200,0.0380,0.2410,7.80,8.10,8.00,12.40,2.70,1.00,13.00,20.00,-0.30,0.60,0.20,0.0220,-3.8000,-0.2000,-4.0000,-0.3000
1988-1989,"Bill Cartwright",C,31,CHI,78,2333,11.00,0.5350,0.0000,0.4010,7.80,17.70,12.90,5.40,0.40,1.10,17.40,20.10,0.10,2.00,2.10,0.0420,-3.1000,-1.9000,-5.0000,-1.7000
1989-1990,"Bill Cartwright",C,32,CHI,71,2160,12.80,0.5620,0.0000,0.4680,7.50,18.00,12.70,8.90,0.90,1.00,14.60,16.70,2.80,2.10,4.50,0.1000,-1.3000,-1.2000,-2.5000,-0.3000
1980-1981,"Bill Cartwright",C,23,NYK,82,2925,18.40,0.6110,0.0010,0.4630,6.10,18.30,12.00,5.60,0.80,1.60,12.90,21.50,6.90,3.10,10.00,0.1640,1.6000,-0.5000,1.1000,2.3000
1981-1982,"Bill Cartwright",C,24,NYK,72,2060,16.30,0.6160,0.0000,0.4860,6.30,17.30,11.70,6.00,1.10,1.80,16.50,20.20,3.20,1.80,5.00,0.1160,0.4000,-0.4000,0.0000,1.1000
1982-1983,"Bill Cartwright",C,25,NYK,82,2468,19.00,0.6270,0.0000,0.6360,8.70,19.50,14.00,8.60,0.80,3.20,16.50,21.30,5.70,4.40,10.10,0.1970,1.3000,1.5000,2.8000,3.0000
1983-1984,"Bill Cartwright",C,26,NYK,77,2487,18.50,0.6370,0.0010,0.6210,9.60,22.10,15.90,6.40,0.90,2.40,16.30,20.60,5.60,4.20,9.80,0.1890,1.5000,0.5000,2.0000,2.5000
1985-1986,"Bill Cartwright",C,28,NYK,2,36,8.90,0.5260,0.0000,1.4290,6.00,26.40,15.70,18.90,1.40,1.70,34.50,20.20,-0.10,0.10,0.00,-0.0160,-5.4000,2.2000,-3.1000,0.0000
1986-1987,"Bill Cartwright",C,29,NYK,58,1989,17.10,0.6170,0.0000,0.6940,7.40,17.80,12.60,7.20,1.00,0.80,13.40,20.00,4.40,1.40,5.80,0.1400,1.4000,-0.7000,0.7000,1.4000
1987-1988,"Bill Cartwright",C,30,NYK,82,1676,17.80,0.6390,0.0000,0.8070,8.40,18.10,13.10,7.50,1.20,1.60,15.90,20.60,4.30,2.10,6.40,0.1830,1.5000,0.5000,2.0000,1.7000
1982-1983,"Bill Garnett",C,22,DAL,75,1411,15.00,0.5930,0.0090,0.5450,10.60,20.60,15.50,9.00,1.60,2.70,17.00,13.40,2.60,1.30,3.90,0.1330,-0.2000,0.9000,0.7000,1.0000
1983-1984,"Bill Garnett",PF,23,DAL,80,1529,12.30,0.5460,0.0070,0.5890,9.30,15.80,12.60,10.30,1.40,2.40,15.30,12.10,1.90,1.50,3.50,0.1090,-1.1000,1.2000,0.1000,0.8000
1984-1985,"Bill Garnett",PF,24,IND,65,1123,10.70,0.5410,0.0060,0.5610,9.10,17.80,13.40,8.00,1.10,0.70,19.20,16.80,0.30,1.20,1.50,0.0630,-3.0000,-0.2000,-3.2000,-0.4000
1985-1986,"Bill Garnett",PF,25,IND,80,1197,10.50,0.5480,0.0080,0.6780,9.70,15.20,12.50,10.20,1.60,1.10,22.70,13.80,0.50,1.50,2.00,0.0780,-2.3000,0.9000,-1.4000,0.2000
1982-1983,"Bill Hanzlik",SF,25,DEN,82,1547,10.60,0.4930,0.0160,0.3660,5.20,10.20,7.70,19.70,2.10,0.50,22.10,15.60,0.30,0.70,1.00,0.0300,-2.0000,-0.4000,-2.5000,-0.2000
1983-1984,"Bill Hanzlik",SF,26,DEN,80,1469,10.60,0.5460,0.0390,0.6760,4.60,10.20,7.30,19.00,2.00,0.70,21.50,13.00,1.20,0.70,1.90,0.0620,-2.3000,0.2000,-2.1000,0.0000
1984-1985,"Bill Hanzlik",SF,27,DEN,80,1673,10.50,0.4950,0.0290,0.4560,5.30,8.10,6.60,14.80,2.20,0.90,15.50,16.80,0.80,1.40,2.20,0.0630,-2.8000,0.1000,-2.7000,-0.3000
1985-1986,"Bill Hanzlik",SF,28,DEN,79,1982,15.30,0.5370,0.0550,0.5470,4.40,9.70,7.00,20.70,2.40,0.40,15.20,21.10,2.40,2.30,4.70,0.1150,-0.3000,0.7000,0.4000,1.2000
1986-1987,"Bill Hanzlik",PF,29,DEN,73,1990,13.90,0.5160,0.1070,0.5390,3.90,10.00,6.70,17.80,2.00,0.80,12.50,20.40,2.10,1.50,3.50,0.0850,-0.5000,-0.2000,-0.8000,0.6000
1987-1988,"Bill Hanzlik",SF,30,DEN,77,1334,8.20,0.4880,0.0560,0.5680,3.00,10.80,6.70,14.30,2.20,0.70,20.90,13.30,-0.30,1.60,1.30,0.0460,-3.9000,1.1000,-2.8000,-0.3000
1988-1989,"Bill Hanzlik",PF,31,DEN,41,701,8.60,0.5310,0.0330,0.5760,2.50,11.70,6.80,14.20,1.60,0.40,21.90,13.20,0.00,0.60,0.70,0.0470,-3.3000,0.2000,-3.1000,-0.2000
1989-1990,"Bill Hanzlik",PF,32,DEN,81,1605,10.30,0.5250,0.0780,0.4620,4.10,9.70,6.80,14.00,2.20,1.00,15.40,13.70,1.00,2.10,2.90,0.0860,-2.6000,1.5000,-1.1000,0.3000
